Year,City,Sport,Athlete,Country,Gender,Event,Medal,,
1932,Lake Placid,Bobsleigh,"BRYANT, Precy D.",USA,Men,Four-Man,Silver,19,
1932,Lake Placid,Bobsleigh,"GOODRICH, Hunter",USA,Men,Four-Man,Silver,20,
1932,Lake Placid,Bobsleigh,"HACKNEY, Clement",USA,Men,Four-Man,Silver,21,
1932,Lake Placid,Bobsleigh,"HOMBURGER, Henry A.",USA,Men,Four-Man,Silver,22,
1932,Lake Placid,Bobsleigh,"HORTON, Edmund C",USA,Men,Four-Man,Silver,23,
1932,Lake Placid,Bobsleigh,"LIPSON, Howard S",USA,Men,Four-Man,Silver,24,
1932,Lake Placid,Bobsleigh,"MARTIN, Harry G",USA,Men,Four-Man,Silver,25,
1932,Lake Placid,Bobsleigh,"STEVENS, Curtis",USA,Men,Four-Man,Silver,26,
1932,Lake Placid,Bobsleigh,"STEVENS, Francis Paul",USA,Men,Four-Man,Silver,27,
1932,Lake Placid,Bobsleigh,"BRYANT, Precy D.",USA,Men,Two-Man,Bronze,4,
1932,Lake Placid,Bobsleigh,"HEATON, John",USA,Men,Two-Man,Bronze,5,
1932,Lake Placid,Bobsleigh,"HOMBURGER, Henry A.",USA,Men,Two-Man,Bronze,6,
1932,Lake Placid,Bobsleigh,"MARTIN, Harry G",USA,Men,Two-Man,Bronze,7,
1932,Lake Placid,Bobsleigh,"MINTON, Robert",USA,Men,Two-Man,Bronze,8,
1932,Lake Placid,Bobsleigh,"STEVENS, J. Hubert",USA,Men,Two-Man,Bronze,9,
1932,Lake Placid,Bobsleigh,"ARTHUR, Adams",USA,Men,Two-Man,Gold,13,
1932,Lake Placid,Bobsleigh,"STEVENS, Curtis",USA,Men,Two-Man,Gold,14,
1932,Lake Placid,Ice Hockey,"ANDERSON, Osborn",USA,Men,Ice Hockey,Silver,28,
1932,Lake Placid,Ice Hockey,"BENT, John Peale",USA,Men,Ice Hockey,Silver,29,
1932,Lake Placid,Ice Hockey,"CHASE, John Pierce",USA,Men,Ice Hockey,Silver,30,
1932,Lake Placid,Ice Hockey,"COOKMAN, John Emery",USA,Men,Ice Hockey,Silver,31,
1932,Lake Placid,Ice Hockey,"EVERETT, Douglas Newton",USA,Men,Ice Hockey,Silver,32,
1932,Lake Placid,Ice Hockey,"FARRELL, Franklin",USA,Men,Ice Hockey,Silver,33,
1932,Lake Placid,Ice Hockey,"FITZGERALD, Joseph",USA,Men,Ice Hockey,Silver,34,
1932,Lake Placid,Ice Hockey,"FRAZIER, Edward Hartwell",USA,Men,Ice Hockey,Silver,35,
1932,Lake Placid,Ice Hockey,"GARRISON, John Bright",USA,Men,Ice Hockey,Silver,36,
1932,Lake Placid,Ice Hockey,"HALLOCK, Gerard",USA,Men,Ice Hockey,Silver,37,
1932,Lake Placid,Ice Hockey,"LIVINGSTON, Robert Cambridge",USA,Men,Ice Hockey,Silver,38,
1932,Lake Placid,Ice Hockey,"NELSON, Francis Augustus",USA,Men,Ice Hockey,Silver,39,
1932,Lake Placid,Ice Hockey,"PALMER, Winthrop Hale",USA,Men,Ice Hockey,Silver,40,
1932,Lake Placid,Ice Hockey,"SMITH, Gordon",USA,Men,Ice Hockey,Silver,41,
1932,Lake Placid,Skating,"VINSON, Maribel",USA,Women,Individual,Bronze,10,
1932,Lake Placid,Skating,"BADGER, Sherwin",USA,Men,Pairs,Silver,42,
1932,Lake Placid,Skating,"LOUGHRAN, Beatrix",USA,Women,Pairs,Silver,43,
1932,Lake Placid,Skating,"JAFFEE, Irving",USA,Men,10000M,Gold,15,
1932,Lake Placid,Skating,"SHEA, John A.",USA,Men,1500M,Gold,16,
1932,Lake Placid,Skating,"JAFFEE, Irving",USA,Men,5000M,Gold,17,
1932,Lake Placid,Skating,"MURPHY, Edward",USA,Men,5000M,Silver,44,
1932,Lake Placid,Skating,"SHEA, John A.",USA,Men,500M,Gold,18,
1936,Garmisch Partenkirchen,Skating,"KASPAR, Felix",AUT,Men,Individual,Bronze,4,
1936,Garmisch Partenkirchen,Skating,"SCHeFER, Karl",AUT,Men,Individual,Gold,5,
1936,Garmisch Partenkirchen,Skating,"PAUSIN, Erik",AUT,Men,Pairs,Silver,,
1936,Garmisch Partenkirchen,Skating,"PAUSIN, Ilse",AUT,Women,Pairs,Silver,,
1936,Garmisch Partenkirchen,Skating,"STIEPL, Max",AUT,Men,10000M,Bronze,5,
1936,Garmisch Partenkirchen,Ice Hockey,"DEACON, Maxwell Arnold",CAN,Men,Ice Hockey,Silver,2,
1936,Garmisch Partenkirchen,Ice Hockey,"FARGUHARSON, Hugh",CAN,Men,Ice Hockey,Silver,3,
1936,Garmisch Partenkirchen,Ice Hockey,"FARMER-HORN, Kenneth",CAN,Men,Ice Hockey,Silver,4,
1936,Garmisch Partenkirchen,Ice Hockey,"HAGGARTY, James",CAN,Men,Ice Hockey,Silver,5,
1936,Garmisch Partenkirchen,Ice Hockey,"KITCHEN, Walter",CAN,Men,Ice Hockey,Silver,6,
1936,Garmisch Partenkirchen,Ice Hockey,"MILTON, Raymond",CAN,Men,Ice Hockey,Silver,7,
1936,Garmisch Partenkirchen,Ice Hockey,"MOORE, Francis",CAN,Men,Ice Hockey,Silver,8,
1936,Garmisch Partenkirchen,Ice Hockey,"MURRAY, Herman",CAN,Men,Ice Hockey,Silver,9,
1936,Garmisch Partenkirchen,Ice Hockey,"NASH, Arthur",CAN,Men,Ice Hockey,Silver,10,
1936,Garmisch Partenkirchen,Ice Hockey,"NEVILLE, David John",CAN,Men,Ice Hockey,Silver,11,
1936,Garmisch Partenkirchen,Ice Hockey,"SINCLAIR, Alexander",CAN,Men,Ice Hockey,Silver,12,
1936,Garmisch Partenkirchen,Ice Hockey,"ST.GERMAIN, Ralph",CAN,Men,Ice Hockey,Silver,13,
1936,Garmisch Partenkirchen,Ice Hockey,"THOMSON, William",CAN,Men,Ice Hockey,Silver,14,
1936,Garmisch Partenkirchen,Skating,"WASENIUS, Birger",FIN,Men,10000M,Silver,11,
1936,Garmisch Partenkirchen,Skating,"WASENIUS, Birger",FIN,Men,1500M,Bronze,6,
1936,Garmisch Partenkirchen,Skating,"OJALA, Antero",FIN,Men,5000M,Bronze,7,
1936,Garmisch Partenkirchen,Skating,"WASENIUS, Birger",FIN,Men,5000M,Silver,12,
1936,Garmisch Partenkirchen,Skiing,"NIEMI, Pekka",FIN,Men,18KM,Bronze,8,
1936,Garmisch Partenkirchen,Skiing,"JALKANEN, Kalle",FIN,Men,4X10KM Relay,Gold,8,
1936,Garmisch Partenkirchen,Skiing,"KARPPINEN, Klaus",FIN,Men,4X10KM Relay,Gold,9,
1936,Garmisch Partenkirchen,Skiing,"LeHDE, Matti",FIN,Men,4X10KM Relay,Gold,10,
1936,Garmisch Partenkirchen,Skiing,"NURMELA, Sulo",FIN,Men,4X10KM Relay,Gold,11,
1936,Garmisch Partenkirchen,Skiing,"ALLAIS, Emile",FRA,Men,Alpine Combined,Bronze,13,
1936,Garmisch Partenkirchen,Bobsleigh,"CARDNO, James Farquhar",GBR,Men,Four-Man,Bronze,15,
1936,Garmisch Partenkirchen,Bobsleigh,"DUGDALE, Gary",GBR,Men,Four-Man,Bronze,16,
1936,Garmisch Partenkirchen,Bobsleigh,"GREEN, Charles Patrick",GBR,Men,Four-Man,Bronze,17,
1936,Garmisch Partenkirchen,Bobsleigh,"MCEVOY, Frederick James",GBR,Men,Four-Man,Bronze,18,
1936,Garmisch Partenkirchen,Ice Hockey,"ARCHER, Alexander",GBR,Men,Ice Hockey,Gold,9,
1936,Garmisch Partenkirchen,Ice Hockey,"BORLAND, James Andrew",GBR,Men,Ice Hockey,Gold,10,
1936,Garmisch Partenkirchen,Ice Hockey,"BRENCHLEY, Edgar",GBR,Men,Ice Hockey,Gold,11,
1936,Garmisch Partenkirchen,Ice Hockey,"CHAPPELL, James",GBR,Men,Ice Hockey,Gold,12,
1936,Garmisch Partenkirchen,Ice Hockey,"COWARD, John",GBR,Men,Ice Hockey,Gold,13,
1936,Garmisch Partenkirchen,Ice Hockey,"DAILLEY, Gordon Debenham",GBR,Men,Ice Hockey,Gold,14,
1936,Garmisch Partenkirchen,Ice Hockey,"DAVEY, John Gerald",GBR,Men,Ice Hockey,Gold,15,
1936,Garmisch Partenkirchen,Ice Hockey,"ERHARDT, Carl",GBR,Men,Ice Hockey,Gold,16,
1936,Garmisch Partenkirchen,Ice Hockey,"FOSTER, James",GBR,Men,Ice Hockey,Gold,17,
1936,Garmisch Partenkirchen,Ice Hockey,"KILPATRICK, John",GBR,Men,Ice Hockey,Gold,18,
1936,Garmisch Partenkirchen,Ice Hockey,"STINCHCOMBE, Archibald",GBR,Men,Ice Hockey,Gold,19,
1936,Garmisch Partenkirchen,Ice Hockey,"WYMAN, Robert",GBR,Men,Ice Hockey,Gold,20,
1936,Garmisch Partenkirchen,Skating,"COLLEDGE, Cecilia",GBR,Women,Individual,Silver,5,
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Individual,Silver,1,
1936,Garmisch Partenkirchen,Skating,"BAIER, Ernst",GER,Men,Pairs,Gold,1,
1936,Garmisch Partenkirchen,Skating,"HERBER, Maxi",GER,Women,Pairs,Gold,2,
1936,Garmisch Partenkirchen,Skiing,"PFNeeR, Franz",GER,Men,Alpine Combined,Gold,3,
1936,Garmisch Partenkirchen,Skiing,"LANTSCHNER, Gustav",GER,Men,Alpine Combined,Silver,2,
1936,Garmisch Partenkirchen,Skiing,"CRANZ, Christel",GER,Women,Alpine Combined,Gold,4,
1936,Garmisch Partenkirchen,Skiing,"GRASEGGER, Ke_the",GER,Women,Alpine Combined,Silver,3,
1936,Garmisch Partenkirchen,Skating,"ROTTER, Emilia",HUN,Women,Pairs,Bronze,,
1936,Garmisch Partenkirchen,Skating,"SZOLLAS, Laszlo",HUN,Men,Pairs,Bronze,,
1936,Garmisch Partenkirchen,Skating,"HENIE, Sonja",NOR,Women,Individual,Gold,14,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,10000M,Gold,15,
1936,Garmisch Partenkirchen,Skating,"MATHISEN, Charles",NOR,Men,1500M,Gold,16,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,1500M,Silver,16,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,5000M,Gold,17,
1936,Garmisch Partenkirchen,Skating,"BALLANGRUD, Ivar",NOR,Men,500M,Gold,18,
1936,Garmisch Partenkirchen,Skating,"KROG, Georg",NOR,Men,500M,Silver,17,
1936,Garmisch Partenkirchen,Skiing,"SCHOU-NILSEN, Laila",NOR,Women,Alpine Combined,Bronze,15,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,18KM,Silver,18,
1936,Garmisch Partenkirchen,Skiing,"BRODAHL, Sverre",NOR,Men,4X10KM Relay,Silver,19,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,4X10KM Relay,Silver,20,
1936,Garmisch Partenkirchen,Skiing,"HOFFSBAKKEN, Olaf",NOR,Men,4X10KM Relay,Silver,21,
1936,Garmisch Partenkirchen,Skiing,"IVERSEN, Bjarne",NOR,Men,4X10KM Relay,Silver,22,
1936,Garmisch Partenkirchen,Skiing,"BRODAHL, Sverre",NOR,Men,Individual,Bronze,16,
1936,Garmisch Partenkirchen,Skiing,"HAGEN, Oddbjorn",NOR,Men,Individual,Gold,19,
1936,Garmisch Partenkirchen,Skiing,"HOFFSBAKKEN, Olaf",NOR,Men,Individual,Silver,23,
1936,Garmisch Partenkirchen,Skiing,"ANDERSEN, Reidar",NOR,Men,K90 Individual (70M),Bronze,17,
1936,Garmisch Partenkirchen,Skiing,"RUUD, Birger",NOR,Men,K90 Individual (70M),Gold,20,
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Four-Man,Gold,9,
1936,Garmisch Partenkirchen,Bobsleigh,"BOUVIER, Charles",SUI,Men,Four-Man,Gold,10,
1936,Garmisch Partenkirchen,Bobsleigh,"GARTMANN, Arnold",SUI,Men,Four-Man,Gold,11,
1936,Garmisch Partenkirchen,Bobsleigh,"MUSY, Pierre",SUI,Men,Four-Man,Gold,12,
1936,Garmisch Partenkirchen,Bobsleigh,"AICHELE, Hans",SUI,Men,Four-Man,Silver,9,
1936,Garmisch Partenkirchen,Bobsleigh,"BeeTIKOFER, Hans",SUI,Men,Four-Man,Silver,10,
1936,Garmisch Partenkirchen,Bobsleigh,"CAPADRUTT, Reto",SUI,Men,Four-Man,Silver,11,
1936,Garmisch Partenkirchen,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Four-Man,Silver,12,
1936,Garmisch Partenkirchen,Bobsleigh,"BEERLI, Joseph",SUI,Men,Two-Man,Silver,13,
1936,Garmisch Partenkirchen,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Two-Man,Silver,14,
1936,Garmisch Partenkirchen,Skating,"HULTEN, Vivi-Anne",SWE,Women,Individual,Bronze,2,
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,18KM,Gold,5,
1936,Garmisch Partenkirchen,Skiing,"BERGER, John",SWE,Men,4X10KM Relay,Bronze,3,
1936,Garmisch Partenkirchen,Skiing,"HeGGBLAD, Artur",SWE,Men,4X10KM Relay,Bronze,4,
1936,Garmisch Partenkirchen,Skiing,"LARSSON, Erik August",SWE,Men,4X10KM Relay,Bronze,5,
1936,Garmisch Partenkirchen,Skiing,"MATSBO, Martin",SWE,Men,4X10KM Relay,Bronze,6,
1936,Garmisch Partenkirchen,Skiing,"ENGLUND, Nils-Joel",SWE,Men,50KM,Bronze,7,
1936,Garmisch Partenkirchen,Skiing,"WIKLUND, Elis",SWE,Men,50KM,Gold,6,
1936,Garmisch Partenkirchen,Skiing,"WIKSTRe_M, Axel",SWE,Men,50KM,Silver,24,
1936,Garmisch Partenkirchen,Skiing,"ERIKSSON, Sven",SWE,Men,K90 Individual (70M),Silver,25,
1936,Garmisch Partenkirchen,Bobsleigh,"COLGATE, Gilbert",USA,Men,Two-Man,Bronze,11,
1936,Garmisch Partenkirchen,Bobsleigh,"LAWRENCE, Richard Webster",USA,Men,Two-Man,Bronze,12,
1936,Garmisch Partenkirchen,Bobsleigh,"BROWN, Ivan Elmore",USA,Men,Two-Man,Gold,19,
1936,Garmisch Partenkirchen,Bobsleigh,"WASHBOND, Alan M.",USA,Men,Two-Man,Gold,20,
1936,Garmisch Partenkirchen,Ice Hockey,"GARRISON, John Bright",USA,Men,Ice Hockey,Bronze,13,
1936,Garmisch Partenkirchen,Ice Hockey,"KAMMER, August",USA,Men,Ice Hockey,Bronze,14,
1936,Garmisch Partenkirchen,Ice Hockey,"LA BATTE, Philip William",USA,Men,Ice Hockey,Bronze,15,
1936,Garmisch Partenkirchen,Ice Hockey,"LAX, John Charles",USA,Men,Ice Hockey,Bronze,16,
1936,Garmisch Partenkirchen,Ice Hockey,"MOONE, Thomas",USA,Men,Ice Hockey,Bronze,17,
1936,Garmisch Partenkirchen,Ice Hockey,"ROSS, Eldridge Baker",USA,Men,Ice Hockey,Bronze,18,
1936,Garmisch Partenkirchen,Ice Hockey,"ROWE, Paul Edward",USA,Men,Ice Hockey,Bronze,19,
1936,Garmisch Partenkirchen,Ice Hockey,"SHAUGHNESSY, Francis John",USA,Men,Ice Hockey,Bronze,20,
1936,Garmisch Partenkirchen,Ice Hockey,"SMITH, Gordon",USA,Men,Ice Hockey,Bronze,21,
1936,Garmisch Partenkirchen,Ice Hockey,"SPAIN, Francis Jones",USA,Men,Ice Hockey,Bronze,22,
1936,Garmisch Partenkirchen,Ice Hockey,"STUBBS, Frank Raymond",USA,Men,Ice Hockey,Bronze,23,
1936,Garmisch Partenkirchen,Skating,"FREISINGER, Leo",USA,Men,500M,Bronze,24,
1948,St.Moritz,Skating,"RADA, Edi",AUT,Men,Individual,Bronze,6,
1948,St.Moritz,Skating,"PAWLIK, Eva",AUT,Women,Individual,Silver,,
1948,St.Moritz,Skiing,"MAHRINGER, Erika",AUT,Women,Alpine Combined,Bronze,7,
1948,St.Moritz,Skiing,"BEISER-JOCHUM, Trude",AUT,Women,Alpine Combined,Gold,6,
1948,St.Moritz,Skiing,"GABL, Franz",AUT,Men,Downhill,Silver,,
1948,St.Moritz,Skiing,"HAMMERER, Resi",AUT,Women,Downhill,Bronze,8,
1948,St.Moritz,Skiing,"BEISER-JOCHUM, Trude",AUT,Women,Downhill,Silver,,
1948,St.Moritz,Skiing,"MAHRINGER, Erika",AUT,Women,Slalom,Bronze,9,
1948,St.Moritz,Bobsleigh,"HOUBEN, Max",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Bobsleigh,"MANSVELD, Freddy",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Bobsleigh,"MOUVET, Jacques",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Bobsleigh,"NIELS, Louis-Georges",BEL,Men,Four-Man,Silver,,
1948,St.Moritz,Skating,"BAUGNIET, Pierre",BEL,Men,Pairs,Gold,,
1948,St.Moritz,Skating,"LANNOY, Micheline",BEL,Women,Pairs,Gold,,
1948,St.Moritz,Ice Hockey,"BROOKS, H.",CAN,Men,Ice Hockey,Gold,36,
1948,St.Moritz,Ice Hockey,"DOWEY, Murray Albert",CAN,Men,Ice Hockey,Gold,37,
1948,St.Moritz,Ice Hockey,"DUNSTER, Bernard Frank",CAN,Men,Ice Hockey,Gold,38,
1948,St.Moritz,Ice Hockey,"FORBES, R.A.",CAN,Men,Ice Hockey,Gold,39,
1948,St.Moritz,Ice Hockey,"GILPIN, A.",CAN,Men,Ice Hockey,Gold,40,
1948,St.Moritz,Ice Hockey,"GRAVELLE, Jean Orval",CAN,Men,Ice Hockey,Gold,41,
1948,St.Moritz,Ice Hockey,"GUZZO, Patrick",CAN,Men,Ice Hockey,Gold,42,
1948,St.Moritz,Ice Hockey,"HALDER, Walter Edwin",CAN,Men,Ice Hockey,Gold,43,
1948,St.Moritz,Ice Hockey,"HIBBERD, Thomas Edward",CAN,Men,Ice Hockey,Gold,44,
1948,St.Moritz,Ice Hockey,"KING, Ross",CAN,Men,Ice Hockey,Gold,45,
1948,St.Moritz,Ice Hockey,"LAPERRIERE, Henri-Andre",CAN,Men,Ice Hockey,Gold,46,
1948,St.Moritz,Ice Hockey,"LECOMPTE, John Howard",CAN,Men,Ice Hockey,Gold,47,
1948,St.Moritz,Ice Hockey,"LEICHNITZ, J.",CAN,Men,Ice Hockey,Gold,48,
1948,St.Moritz,Ice Hockey,"MARA, George Edward",CAN,Men,Ice Hockey,Gold,49,
1948,St.Moritz,Ice Hockey,"RENAUD, Albert Romeo",CAN,Men,Ice Hockey,Gold,50,
1948,St.Moritz,Ice Hockey,"SCHROETER, Reginald John",CAN,Men,Ice Hockey,Gold,51,
1948,St.Moritz,Ice Hockey,"TAYLOR, Irving",CAN,Men,Ice Hockey,Gold,52,
1948,St.Moritz,Skating,"SCOTT, Barbara Ann",CAN,Women,Individual,Gold,53,
1948,St.Moritz,Skating,"DIESTELMEYER, Wallace",CAN,Men,Pairs,Bronze,6,
1948,St.Moritz,Skating,"MORROW, Suzanne",CAN,Women,Pairs,Bronze,7,
1948,St.Moritz,Skating,"LAMMIO, Pentti",FIN,Men,10000M,Bronze,9,
1948,St.Moritz,Skating,"PARKKINEN, Lauri",FIN,Men,10000M,Silver,13,
1948,St.Moritz,Skiing,"KIURU, August",FIN,Men,4X10KM Relay,Silver,14,
1948,St.Moritz,Skiing,"LAUKKANEN, Teuvo",FIN,Men,4X10KM Relay,Silver,15,
1948,St.Moritz,Skiing,"RYTKY, Sauli",FIN,Men,4X10KM Relay,Silver,16,
1948,St.Moritz,Skiing,"SILVENNOINEN, Lauri",FIN,Men,4X10KM Relay,Silver,17,
1948,St.Moritz,Skiing,"VANNINEN, Benjamin",FIN,Men,50KM,Bronze,10,
1948,St.Moritz,Skiing,"HASU, Heikki",FIN,Men,Individual,Gold,12,
1948,St.Moritz,Skiing,"HUHTALA, Martti",FIN,Men,Individual,Silver,18,
1948,St.Moritz,Skiing,"COUTTET, James",FRA,Men,Alpine Combined,Bronze,14,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Alpine Combined,Gold,5,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Downhill,Gold,6,
1948,St.Moritz,Skiing,"OREILLER, Henri",FRA,Men,Slalom,Bronze,15,
1948,St.Moritz,Skiing,"COUTTET, James",FRA,Men,Slalom,Silver,1,
1948,St.Moritz,Bobsleigh,"CRAMMOND, John",GBR,Men,Individual,Bronze,19,
1948,St.Moritz,Skating,"ALTWEGG, Jeannette",GBR,Women,Individual,Bronze,20,
1948,St.Moritz,Skating,"KEKESSY, Andrea",HUN,Women,Pairs,Silver,,
1948,St.Moritz,Skating,"KIRALY, Ede",HUN,Men,Pairs,Silver,,
1948,St.Moritz,Bobsleigh,"BIBBIA, Nino",ITA,Men,Individual,Gold,1,
1948,St.Moritz,Skating,"LUNDBERG, Odd",NOR,Men,1500M,Bronze,18,
1948,St.Moritz,Skating,"FARSTAD, Sverre",NOR,Men,1500M,Gold,21,
1948,St.Moritz,Skating,"LIAKLEV, Reidar",NOR,Men,5000M,Gold,22,
1948,St.Moritz,Skating,"LUNDBERG, Odd",NOR,Men,5000M,Silver,24,
1948,St.Moritz,Skating,"HELGESEN, Finn",NOR,Men,500M,Gold,23,
1948,St.Moritz,Skating,"BYBERG, Thomas",NOR,Men,500M,Silver,25,
1948,St.Moritz,Skiing,"EVENSEN, Erling",NOR,Men,4X10KM Relay,Bronze,19,
1948,St.Moritz,Skiing,"HAGEN, Olav I.",NOR,Men,4X10KM Relay,Bronze,20,
1948,St.Moritz,Skiing,"NYBORG, Reidar",NOR,Men,4X10KM Relay,Bronze,21,
1948,St.Moritz,Skiing,"e_KERN, Olav",NOR,Men,4X10KM Relay,Bronze,22,
1948,St.Moritz,Skiing,"SCHJELDERUP, Thorleif",NOR,Men,K90 Individual (70M),Bronze,23,
1948,St.Moritz,Skiing,"HUGSTED, Petter",NOR,Men,K90 Individual (70M),Gold,24,
1948,St.Moritz,Skiing,"RUUD, Birger",NOR,Men,K90 Individual (70M),Silver,26,
1948,St.Moritz,Bobsleigh,"ENDRICH, Felix",SUI,Men,Two-Man,Gold,13,
1948,St.Moritz,Bobsleigh,"WALLER, Friedrich",SUI,Men,Two-Man,Gold,14,
1948,St.Moritz,Bobsleigh,"EBERHARD, Paul Hans",SUI,Men,Two-Man,Silver,15,
1948,St.Moritz,Bobsleigh,"FEIERABEND, Fritz",SUI,Men,Two-Man,Silver,16,
1948,St.Moritz,Ice Hockey,"BeNNINGER, Hans",SUI,Men,Ice Hockey,Bronze,14,
1948,St.Moritz,Ice Hockey,"BIELER, Alfred",SUI,Men,Ice Hockey,Bronze,15,
1948,St.Moritz,Ice Hockey,"BOLLER, Heinrich",SUI,Men,Ice Hockey,Bronze,16,
1948,St.Moritz,Ice Hockey,"CATTINI, Ferdinand",SUI,Men,Ice Hockey,Bronze,17,
1948,St.Moritz,Ice Hockey,"CATTINI, Hans",SUI,Men,Ice Hockey,Bronze,18,
1948,St.Moritz,Ice Hockey,"DeeRST, Hans",SUI,Men,Ice Hockey,Bronze,19,
1948,St.Moritz,Ice Hockey,"DeeRST, Walter Paul",SUI,Men,Ice Hockey,Bronze,20,
1948,St.Moritz,Ice Hockey,"HANDSCHIN, Emil",SUI,Men,Ice Hockey,Bronze,21,
1948,St.Moritz,Ice Hockey,"LOHRER, Heini",SUI,Men,Ice Hockey,Bronze,22,
1948,St.Moritz,Ice Hockey,"LOHRER, Werner",SUI,Men,Ice Hockey,Bronze,23,
1948,St.Moritz,Ice Hockey,"PERL, Reto",SUI,Men,Ice Hockey,Bronze,24,
1948,St.Moritz,Ice Hockey,"POLTERA, Gebhard",SUI,Men,Ice Hockey,Bronze,25,
1948,St.Moritz,Ice Hockey,"POLTERA, Ulrich",SUI,Men,Ice Hockey,Bronze,26,
1948,St.Moritz,Ice Hockey,"ReeEDI, Beat",SUI,Men,Ice Hockey,Bronze,27,
1948,St.Moritz,Ice Hockey,"SCHUBIGER, Otto",SUI,Men,Ice Hockey,Bronze,28,
1948,St.Moritz,Ice Hockey,"TORRIANI, Richard",SUI,Men,Ice Hockey,Bronze,29,
1948,St.Moritz,Ice Hockey,"TREPP, Hans",SUI,Men,Ice Hockey,Bronze,30,
1948,St.Moritz,Skating,"GERSCHWILER, Hans",SUI,Men,Individual,Silver,17,
1948,St.Moritz,Skiing,"MOLITOR, Karl",SUI,Men,Alpine Combined,Silver,18,
1948,St.Moritz,Skiing,"MOLITOR, Karl",SUI,Men,Downhill,Bronze,31,
1948,St.Moritz,Skiing,"OLINGER, Rolf",SUI,Men,Downhill,Bronze,32,
1948,St.Moritz,Skiing,"SCHLUNEGGER, Hedy",SUI,Women,Downhill,Gold,15,
1948,St.Moritz,Skiing,"REINALTER, Edi",SUI,Men,Slalom,Gold,16,
1948,St.Moritz,Skiing,"MEYER, Antoinette",SUI,Women,Slalom,Silver,19,
1948,St.Moritz,Skating,"SEYFFARTH, Ake",SWE,Men,10000M,Gold,7,
1948,St.Moritz,Skating,"SEYFFARTH, Ake",SWE,Men,1500M,Silver,26,
1948,St.Moritz,Skating,"HEDLUND, Ge_the",SWE,Men,5000M,Bronze,8,
1948,St.Moritz,Skiing,"ERIKSSON, Gunnar",SWE,Men,18KM,Bronze,9,
1948,St.Moritz,Skiing,"LUNDSTRe_M, Martin",SWE,Men,18KM,Gold,8,
1948,St.Moritz,Skiing,"e_STENSSON, Nils",SWE,Men,18KM,Silver,27,
1948,St.Moritz,Skiing,"ERIKSSON, Gunnar",SWE,Men,4X10KM Relay,Gold,9,
1948,St.Moritz,Skiing,"LUNDSTRe_M, Martin",SWE,Men,4X10KM Relay,Gold,10,
1948,St.Moritz,Skiing,"e_STENSSON, Nils",SWE,Men,4X10KM Relay,Gold,11,
1948,St.Moritz,Skiing,"TePP, Nils",SWE,Men,4X10KM Relay,Gold,12,
1948,St.Moritz,Skiing,"KARLSSON, Nils",SWE,Men,50KM,Gold,13,
1948,St.Moritz,Skiing,"ERIKSSON, Harald",SWE,Men,50KM,Silver,28,
1948,St.Moritz,Skiing,"ISRAELSSON, Sven",SWE,Men,Individual,Bronze,10,
1948,St.Moritz,Ice Hockey,"BOUZEK, Vladimir",TCH,Men,Ice Hockey,Silver,1,
1948,St.Moritz,Ice Hockey,"BUBNIK, Gustav",TCH,Men,Ice Hockey,Silver,2,
1948,St.Moritz,Ice Hockey,"DROBNY, Jaroslav",TCH,Men,Ice Hockey,Silver,3,
1948,St.Moritz,Ice Hockey,"HAJNY, Premysl",TCH,Men,Ice Hockey,Silver,4,
1948,St.Moritz,Ice Hockey,"JARKOVSKY, Zdenek",TCH,Men,Ice Hockey,Silver,5,
1948,St.Moritz,Ice Hockey,"KOBRANOV, Vladimir",TCH,Men,Ice Hockey,Silver,6,
1948,St.Moritz,Ice Hockey,"KONOPASEK, Stanislav",TCH,Men,Ice Hockey,Silver,7,
1948,St.Moritz,Ice Hockey,"MODRY, Bohumil",TCH,Men,Ice Hockey,Silver,8,
1948,St.Moritz,Ice Hockey,"POKORNY, Miloslav",TCH,Men,Ice Hockey,Silver,9,
1948,St.Moritz,Ice Hockey,"ROZINAK, Vaclav",TCH,Men,Ice Hockey,Silver,10,
1948,St.Moritz,Ice Hockey,"SLAMA, Miroslav",TCH,Men,Ice Hockey,Silver,11,
1948,St.Moritz,Ice Hockey,"STIBOR, Karel",TCH,Men,Ice Hockey,Silver,12,
1948,St.Moritz,Ice Hockey,"STOVIK, Vilibald",TCH,Men,Ice Hockey,Silver,13,
